"date","event","rating","viewers","year","month","show"
2006-01-30,"WWE RAW #662",4.5,0,2006,1,"raw"
2006-01-23,"WWE RAW #661",4.5,0,2006,1,"raw"
2006-01-16,"WWE RAW #660",4.3,0,2006,1,"raw"
2006-01-09,"WWE RAW #659",4.3,0,2006,1,"raw"
2006-01-02,"WWE RAW #658",3.7,0,2006,1,"raw"
2005-12-26,"WWE RAW #657",3.6,0,2005,12,"raw"
2005-12-19,"WWE RAW #656 - Holiday with the Troops",3.7,0,2005,12,"raw"
2005-12-12,"WWE RAW #655",4.1,0,2005,12,"raw"
2005-12-05,"WWE RAW #654",4.1,0,2005,12,"raw"
2005-11-28,"WWE RAW #653",3.9,0,2005,11,"raw"
2005-11-21,"WWE RAW #652",3.6,0,2005,11,"raw"
2005-11-14,"WWE RAW #651 - Eddie Guerrero Tribute Show",4.5,0,2005,11,"raw"
2005-11-07,"WWE RAW #650",3.6,0,2005,11,"raw"
2005-10-31,"WWE RAW #649",3.4,0,2005,10,"raw"
2005-10-24,"WWE RAW #648",3.9,0,2005,10,"raw"
2005-10-17,"WWE RAW #647",3.7,0,2005,10,"raw"
2005-10-10,"WWE RAW #646",4,0,2005,10,"raw"
2005-10-03,"WWE RAW #645 - WWE Homecoming",4.4,0,2005,10,"raw"
2005-09-26,"WWE RAW #644",3.2,0,2005,9,"raw"
2005-09-19,"WWE RAW #643",3.6,0,2005,9,"raw"
2005-09-12,"WWE RAW #642",3.3,0,2005,9,"raw"
2005-09-05,"WWE RAW #641",3.6,0,2005,9,"raw"
2005-08-29,"WWE RAW #640",3.9,0,2005,8,"raw"
2005-08-22,"WWE RAW #639",4,0,2005,8,"raw"
2005-08-15,"WWE RAW #638",3.8,0,2005,8,"raw"
2005-08-08,"WWE RAW #637",3.7,0,2005,8,"raw"
2005-08-01,"WWE RAW #636",3.8,0,2005,8,"raw"
2005-07-25,"WWE RAW #635",3.7,0,2005,7,"raw"
2005-07-18,"WWE RAW #634",3.8,0,2005,7,"raw"
2005-07-11,"WWE RAW #633",3.6,0,2005,7,"raw"
2005-07-04,"WWE RAW #632",2.6,0,2005,7,"raw"
2005-06-27,"WWE RAW #631",4.4,0,2005,6,"raw"
2005-06-20,"WWE RAW #630",3.9,0,2005,6,"raw"
2005-06-13,"WWE RAW #629",4,0,2005,6,"raw"
2005-06-06,"WWE RAW #628",3.7,0,2005,6,"raw"
2005-05-30,"WWE RAW #627",3.6,0,2005,5,"raw"
2005-05-23,"WWE RAW #626",3.6,0,2005,5,"raw"
2005-05-16,"WWE RAW #625",4.3,0,2005,5,"raw"
2005-05-09,"WWE RAW #624",3.8,0,2005,5,"raw"
2005-05-02,"WWE RAW #623",4.1,0,2005,5,"raw"
2005-04-25,"WWE RAW #622",4,0,2005,4,"raw"
2005-04-18,"WWE RAW #621",3.9,0,2005,4,"raw"
2005-04-11,"WWE RAW #620",4.1,0,2005,4,"raw"
2005-04-04,"WWE RAW #619",4.3,0,2005,4,"raw"
2005-03-28,"WWE RAW #618",4,0,2005,3,"raw"
2005-03-21,"WWE RAW #617",3.9,0,2005,3,"raw"
2005-03-14,"WWE RAW #616",3.8,0,2005,3,"raw"
2005-03-07,"WWE RAW #615",3.8,0,2005,3,"raw"
2005-02-28,"WWE RAW #614",4.1,0,2005,2,"raw"
2005-02-21,"WWE RAW #613",4,0,2005,2,"raw"
2005-02-14,"WWE RAW #612",3.9,0,2005,2,"raw"
2005-02-07,"WWE RAW #611",3.7,0,2005,2,"raw"
2005-01-31,"WWE RAW #610",4,0,2005,1,"raw"
2005-01-24,"WWE RAW #609",3.8,0,2005,1,"raw"
2005-01-17,"WWE RAW #608",3.8,0,2005,1,"raw"
2005-01-10,"WWE RAW #607",3.8,0,2005,1,"raw"
2005-01-03,"WWE RAW #606",3.4,0,2005,1,"raw"
2004-12-27,"WWE RAW #605",3.5,0,2004,12,"raw"
2004-12-20,"WWE RAW #604 - Best of RAW 2004",2.7,0,2004,12,"raw"
2004-12-13,"WWE RAW #603",3.8,0,2004,12,"raw"
2004-12-06,"WWE RAW #602",3.9,0,2004,12,"raw"
2004-11-29,"WWE RAW #601",3.9,0,2004,11,"raw"
2004-11-22,"WWE RAW #600",3.9,0,2004,11,"raw"
2004-11-15,"WWE RAW #599",3.9,0,2004,11,"raw"
2004-11-08,"WWE RAW #598",3.6,0,2004,11,"raw"
2004-11-01,"WWE RAW #597",3.6,0,2004,11,"raw"
2004-10-25,"WWE RAW #596",3.7,0,2004,10,"raw"
2004-10-18,"WWE RAW #595",3,0,2004,10,"raw"
2004-10-11,"WWE RAW #594",3.4,0,2004,10,"raw"
2004-10-04,"WWE RAW #593",3.4,0,2004,10,"raw"
2004-09-27,"WWE RAW #592",3.5,0,2004,9,"raw"
2004-09-20,"WWE RAW #591",3.7,0,2004,9,"raw"
2004-09-13,"WWE RAW #590",3.6,0,2004,9,"raw"
2004-09-06,"WWE RAW #589",3.6,0,2004,9,"raw"
2004-08-30,"WWE RAW #588",3.5,0,2004,8,"raw"
2004-08-23,"WWE RAW #587",3.6,0,2004,8,"raw"
2004-08-16,"WWE RAW #586",3.4,0,2004,8,"raw"
2004-08-09,"WWE RAW #585",3.2,0,2004,8,"raw"
2004-08-02,"WWE RAW #584",3.8,0,2004,8,"raw"
2004-07-26,"WWE RAW #583",3.6,0,2004,7,"raw"
2004-07-19,"WWE RAW #582",3.7,0,2004,7,"raw"
2004-07-12,"WWE RAW #581",3.7,0,2004,7,"raw"
2004-07-05,"WWE RAW #580",3.6,0,2004,7,"raw"
2004-06-28,"WWE RAW #579",3.7,0,2004,6,"raw"
2004-06-21,"WWE RAW #578",4.2,0,2004,6,"raw"
2004-06-14,"WWE RAW #577",3.6,0,2004,6,"raw"
2004-06-07,"WWE RAW #576",3.4,0,2004,6,"raw"
2004-05-31,"WWE RAW #575",3.2,0,2004,5,"raw"
2004-05-24,"WWE RAW #574",3.5,0,2004,5,"raw"
2004-05-17,"WWE RAW #573",4,0,2004,5,"raw"
2004-05-10,"WWE RAW #572",3.4,0,2004,5,"raw"
2004-05-03,"WWE RAW #571",3.9,0,2004,5,"raw"
2004-04-26,"WWE RAW #570",4,0,2004,4,"raw"
2004-04-19,"WWE RAW #569",3.8,0,2004,4,"raw"
2004-04-12,"WWE RAW #568",3.8,0,2004,4,"raw"
2004-04-05,"WWE RAW #567",3.8,0,2004,4,"raw"
2004-03-29,"WWE RAW #566",4.3,0,2004,3,"raw"
2004-03-22,"WWE RAW #565",4.5,0,2004,3,"raw"
2004-03-15,"WWE RAW #564",4,0,2004,3,"raw"
2004-03-08,"WWE RAW #563",3.8,0,2004,3,"raw"
2004-03-01,"WWE RAW #562",3.8,0,2004,3,"raw"
2004-02-23,"WWE RAW #561",3.9,0,2004,2,"raw"
2004-02-16,"WWE RAW #560",3.8,0,2004,2,"raw"
2004-02-09,"WWE RAW #559",3.8,0,2004,2,"raw"
2004-02-02,"WWE RAW #558",3.7,0,2004,2,"raw"
2004-01-26,"WWE RAW #557",4,0,2004,1,"raw"
2004-01-19,"WWE RAW #556",3.3,0,2004,1,"raw"
2004-01-12,"WWE RAW #555",3.6,0,2004,1,"raw"
2004-01-05,"WWE RAW #554",3.5,0,2004,1,"raw"
2003-12-29,"WWE RAW #553",3.7,0,2003,12,"raw"
2003-12-22,"WWE RAW #552 - Year in Review",3,0,2003,12,"raw"
2003-12-15,"WWE RAW #551",3.5,0,2003,12,"raw"
2003-12-08,"WWE RAW #550",3.8,0,2003,12,"raw"
2003-12-01,"WWE RAW #549",3.7,0,2003,12,"raw"
2003-11-24,"WWE RAW #548",3.6,0,2003,11,"raw"
2003-11-17,"WWE RAW #547",3.6,0,2003,11,"raw"
2003-11-10,"WWE RAW #546",3.7,0,2003,11,"raw"
2003-11-03,"WWE RAW #545",3.4,0,2003,11,"raw"
2003-10-27,"WWE RAW #544",3.4,0,2003,10,"raw"
2003-10-20,"WWE RAW #543",3.7,0,2003,10,"raw"
2003-10-13,"WWE RAW #542",3.6,0,2003,10,"raw"
2003-10-06,"WWE RAW #541",3.4,0,2003,10,"raw"
2003-09-29,"WWE RAW #540",3.4,0,2003,9,"raw"
2003-09-22,"WWE RAW #539",3.6,0,2003,9,"raw"
2003-09-15,"WWE RAW #538",3.7,0,2003,9,"raw"
2003-09-08,"WWE RAW #537",3.6,0,2003,9,"raw"
2003-09-01,"WWE RAW #536",4.3,0,2003,9,"raw"
2003-08-25,"WWE RAW #535",4.2,0,2003,8,"raw"
2003-08-18,"WWE RAW #534",4,0,2003,8,"raw"
2003-08-11,"WWE RAW #533",3.9,0,2003,8,"raw"
2003-08-04,"WWE RAW #532",4,0,2003,8,"raw"
2003-07-28,"WWE RAW #531",4.2,0,2003,7,"raw"
2003-07-21,"WWE RAW #530",4.2,0,2003,7,"raw"
2003-07-14,"WWE RAW #529",3.8,0,2003,7,"raw"
2003-07-07,"WWE RAW #528",4.2,0,2003,7,"raw"
2003-06-30,"WWE RAW #527",3.6,0,2003,6,"raw"
2003-06-23,"WWE RAW #526",3.9,0,2003,6,"raw"
2003-06-16,"WWE RAW #525",4.1,0,2003,6,"raw"
2003-06-09,"WWE RAW #524",3.5,0,2003,6,"raw"
2003-06-02,"WWE RAW #523",3.9,0,2003,6,"raw"
2003-05-26,"WWE RAW #522",3.7,0,2003,5,"raw"
2003-05-19,"WWE RAW #521",3.6,0,2003,5,"raw"
2003-05-12,"WWE RAW #520",4.4,0,2003,5,"raw"
2003-05-05,"WWE RAW #519",3.5,0,2003,5,"raw"
2003-04-28,"WWE RAW #518",3.9,0,2003,4,"raw"
2003-04-21,"WWE RAW #517",3.8,0,2003,4,"raw"
2003-04-14,"WWE RAW #516",3.45,0,2003,4,"raw"
2003-04-07,"WWE RAW #515",3.5,0,2003,4,"raw"
2003-03-31,"WWE RAW #514",3.7,0,2003,3,"raw"
2003-03-24,"WWE RAW #513",3.5,0,2003,3,"raw"
2003-03-17,"WWE RAW #512",3.8,0,2003,3,"raw"
2003-03-10,"WWE RAW #511",4,0,2003,3,"raw"
2003-03-03,"WWE RAW #510",4.5,0,2003,3,"raw"
2003-02-24,"WWE RAW #509",4,0,2003,2,"raw"
2003-02-17,"WWE RAW #508",3.8,0,2003,2,"raw"
2003-02-10,"WWE RAW #507",3.9,0,2003,2,"raw"
2003-02-03,"WWE RAW #506",3.5,0,2003,2,"raw"
2003-01-27,"WWE RAW #505",4.1,0,2003,1,"raw"
2003-01-20,"WWE RAW #504",3.8,0,2003,1,"raw"
2003-01-13,"WWE RAW #503",3.9,0,2003,1,"raw"
2003-01-06,"WWE RAW #502",3.6,0,2003,1,"raw"
2002-12-23,"WWE RAW #500",3.3,0,2002,12,"raw"
2002-12-16,"WWE RAW #499",3.5,0,2002,12,"raw"
2002-12-09,"WWE RAW #498",3.3,0,2002,12,"raw"
2002-12-02,"WWE RAW #497",3.3,0,2002,12,"raw"
2002-11-25,"WWE RAW #496",3.4,0,2002,11,"raw"
2002-11-18,"WWE RAW #495",3.7,0,2002,11,"raw"
2002-11-11,"WWE RAW #494",3.1,0,2002,11,"raw"
2002-11-04,"WWE RAW #493",3.5,0,2002,11,"raw"
2002-10-28,"WWE RAW #492",3.4,0,2002,10,"raw"
2002-10-21,"WWE RAW #491",3.7,0,2002,10,"raw"
2002-10-14,"WWE RAW #490",3.8,0,2002,10,"raw"
2002-10-07,"WWE RAW #489",3.8,0,2002,10,"raw"
2002-09-23,"WWE RAW #487",3.6,0,2002,9,"raw"
2002-09-16,"WWE RAW #486",3.4,0,2002,9,"raw"
2002-09-09,"WWE RAW #485",3.4,0,2002,9,"raw"
2002-09-02,"WWE RAW #484",3.6,0,2002,9,"raw"
2002-08-26,"WWE RAW #483",3.9,0,2002,8,"raw"
2002-08-19,"WWE RAW #482",4,0,2002,8,"raw"
2002-08-12,"WWE RAW #481",3.9,0,2002,8,"raw"
2002-08-05,"WWE RAW #480",3.7,0,2002,8,"raw"
2002-07-29,"WWE RAW #479",3.7,0,2002,7,"raw"
2002-07-22,"WWE RAW #478",4.3,0,2002,7,"raw"
2002-07-15,"WWE RAW #477",3.8,0,2002,7,"raw"
2002-07-08,"WWE RAW #476",3.7,0,2002,7,"raw"
2002-07-01,"WWE RAW #475",3.6,0,2002,7,"raw"
2002-06-24,"WWE RAW #474",3.7,0,2002,6,"raw"
2002-06-17,"WWE RAW #473",3.9,0,2002,6,"raw"
2002-06-10,"WWE RAW #472",4.2,0,2002,6,"raw"
2002-06-03,"WWE RAW #471",4.1,0,2002,6,"raw"
2002-05-27,"WWE RAW #470",3.7,0,2002,5,"raw"
2002-05-20,"WWE RAW #469",3.7,0,2002,5,"raw"
2002-05-13,"WWE RAW #468",3.9,0,2002,5,"raw"
2002-05-06,"WWE RAW #467",4.6,0,2002,5,"raw"
2002-04-29,"WWF RAW #466",4.4,0,2002,4,"raw"
2002-04-22,"WWF RAW #465",4.8,0,2002,4,"raw"
2002-04-15,"WWF RAW #464",4.8,0,2002,4,"raw"
2002-04-08,"WWF RAW #463",4.8,0,2002,4,"raw"
2002-04-01,"WWF RAW #462",4.8,0,2002,4,"raw"
2002-03-25,"WWF RAW #461",5.4,0,2002,3,"raw"
2002-03-18,"WWF RAW #460",5.3,0,2002,3,"raw"
2002-03-11,"WWF RAW #459",4.5,0,2002,3,"raw"
2002-03-04,"WWF RAW #458",4.5,0,2002,3,"raw"
2002-02-25,"WWF RAW #457",4.7,0,2002,2,"raw"
2002-02-18,"WWF RAW #456",4.7,0,2002,2,"raw"
2002-02-11,"WWF RAW #455",4.4,0,2002,2,"raw"
2002-02-04,"WWF RAW #454",4.5,0,2002,2,"raw"
2002-01-28,"WWF RAW #453",4.5,0,2002,1,"raw"
2002-01-21,"WWF RAW #452",4.6,0,2002,1,"raw"
2002-01-14,"WWF RAW #451",4.4,0,2002,1,"raw"
2002-01-07,"WWF RAW #450",4.9,0,2002,1,"raw"
2001-12-31,"WWF RAW #449 - Year End Special",2.4,0,2001,12,"raw"
2001-12-24,"WWF RAW #448",3.2,0,2001,12,"raw"
2001-12-17,"WWF RAW #447",4,0,2001,12,"raw"
2001-12-10,"WWF RAW #446",4.7,0,2001,12,"raw"
2001-12-03,"WWF RAW #445",4.2,0,2001,12,"raw"
2001-11-26,"WWF RAW #444",4.4,0,2001,11,"raw"
2001-11-19,"WWF RAW #443",4.8,0,2001,11,"raw"
2001-11-12,"WWF RAW #442",4.1,0,2001,11,"raw"
2001-11-05,"WWF RAW #441",3.9,0,2001,11,"raw"
2001-10-29,"WWF RAW #440",4.1,0,2001,10,"raw"
2001-10-22,"WWF RAW #439",3.9,0,2001,10,"raw"
2001-10-15,"WWF RAW #438",4.1,0,2001,10,"raw"
2001-10-08,"WWF RAW #437",4.5,0,2001,10,"raw"
2001-10-01,"WWF RAW #436",4.4,0,2001,10,"raw"
2001-09-24,"WWF RAW #435",4.5,0,2001,9,"raw"
2001-09-17,"WWF RAW #434",4.8,0,2001,9,"raw"
2001-09-10,"WWF RAW is WAR #433",4.6,0,2001,9,"raw"
2001-09-03,"WWF RAW is WAR #432",4.6,0,2001,9,"raw"
2001-08-27,"WWF RAW is WAR #431",4.8,0,2001,8,"raw"
2001-08-20,"WWF RAW is WAR #430",5.2,0,2001,8,"raw"
2001-08-13,"WWF RAW is WAR #429",5.2,0,2001,8,"raw"
2001-08-06,"WWF RAW is WAR #428",5.4,0,2001,8,"raw"
2001-07-30,"WWF RAW is WAR #427",5.7,0,2001,7,"raw"
2001-07-23,"WWF RAW is WAR #426",5.4,0,2001,7,"raw"
2001-07-16,"WWF RAW is WAR #425",5,0,2001,7,"raw"
2001-07-09,"WWF RAW is WAR #424",4.7,0,2001,7,"raw"
2001-07-02,"WWF RAW is WAR #423",4.6,0,2001,7,"raw"
2001-06-25,"WWF RAW is WAR #422",4.7,0,2001,6,"raw"
2001-06-18,"WWF RAW is WAR #421",4.2,0,2001,6,"raw"
2001-06-11,"WWF RAW is WAR #420",4.1,0,2001,6,"raw"
2001-06-04,"WWF RAW is WAR #419",4.3,0,2001,6,"raw"
2001-05-28,"WWF RAW is WAR #418",4.2,0,2001,5,"raw"
2001-05-21,"WWF RAW is WAR #417",4.2,0,2001,5,"raw"
2001-05-14,"WWF RAW is WAR #416",4.5,0,2001,5,"raw"
2001-05-07,"WWF RAW is WAR #415",4.6,0,2001,5,"raw"
2001-04-30,"WWF RAW is WAR #414",4.98,0,2001,4,"raw"
2001-04-23,"WWF RAW is WAR #413",5.1,0,2001,4,"raw"
2001-04-16,"WWF RAW is WAR #412",5.1,0,2001,4,"raw"
2001-04-09,"WWF RAW is WAR #411",5.4,0,2001,4,"raw"
2001-04-02,"WWF RAW is WAR #410",5.7,0,2001,4,"raw"
2001-03-26,"WWF RAW is WAR #409",4.7,0,2001,3,"raw"
2001-03-19,"WWF RAW is WAR #408",4.6,0,2001,3,"raw"
2001-03-12,"WWF RAW is WAR #407",4.9,0,2001,3,"raw"
2001-03-05,"WWF RAW is WAR #406",4.5,0,2001,3,"raw"
2001-02-26,"WWF RAW is WAR #405",5.1,0,2001,2,"raw"
2001-02-19,"WWF RAW is WAR #404",4.8,0,2001,2,"raw"
2001-02-12,"WWF RAW is WAR #403",4.8,0,2001,2,"raw"
2001-02-05,"WWF RAW is WAR #402",5,0,2001,2,"raw"
2001-01-29,"WWF RAW is WAR #401",5.4,0,2001,1,"raw"
2001-01-22,"WWF RAW is WAR #400",5.6,0,2001,1,"raw"
2001-01-15,"WWF RAW is WAR #399",5.2,0,2001,1,"raw"
2001-01-08,"WWF RAW is WAR #398",4.8,0,2001,1,"raw"
2001-01-01,"WWF RAW is WAR #397",4.55,0,2001,1,"raw"
2000-12-25,"WWF RAW is WAR #396",3.8,0,2000,12,"raw"
2000-12-18,"WWF RAW is WAR #395",4.8,0,2000,12,"raw"
2000-12-11,"WWF RAW is WAR #394",5.75,0,2000,12,"raw"
2000-12-04,"WWF RAW is WAR #393",5,0,2000,12,"raw"
2000-11-27,"WWF RAW is WAR #392",5,0,2000,11,"raw"
2000-11-20,"WWF RAW is WAR #391",5,0,2000,11,"raw"
2000-11-13,"WWF RAW is WAR #390",5,0,2000,11,"raw"
2000-11-06,"WWF RAW is WAR #389",5.1,0,2000,11,"raw"
2000-10-30,"WWF RAW is WAR #388",4.9,0,2000,10,"raw"
2000-10-23,"WWF RAW is WAR #387",5.5,0,2000,10,"raw"
2000-10-16,"WWF RAW is WAR #386",4.8,0,2000,10,"raw"
2000-10-09,"WWF RAW is WAR #385",5.4,0,2000,10,"raw"
2000-10-02,"WWF RAW is WAR #384",5.4,0,2000,10,"raw"
2000-09-25,"WWF RAW is WAR #383",5.4,0,2000,9,"raw"
2000-09-18,"WWF RAW is WAR #382",5.7,0,2000,9,"raw"
2000-09-11,"WWF RAW is WAR #381",5.8,0,2000,9,"raw"
2000-09-04,"WWF RAW is WAR #380",4.2,0,2000,9,"raw"
2000-08-28,"WWF RAW is WAR #379",4.9,0,2000,8,"raw"
2000-08-21,"WWF RAW is WAR #378",6.2,0,2000,8,"raw"
2000-08-14,"WWF RAW is WAR #377",5.9,0,2000,8,"raw"
2000-08-07,"WWF RAW is WAR #376",6.3,0,2000,8,"raw"
2000-07-31,"WWF RAW is WAR #375",6.4,0,2000,7,"raw"
2000-07-24,"WWF RAW is WAR #374",6.2,0,2000,7,"raw"
2000-07-17,"WWF RAW is WAR #373",6.2,0,2000,7,"raw"
2000-07-10,"WWF RAW is WAR #372",6,0,2000,7,"raw"
2000-07-03,"WWF RAW is WAR #371",5.3,0,2000,7,"raw"
2000-06-26,"WWF RAW is WAR #370",6.4,0,2000,6,"raw"
2000-06-19,"WWF RAW is WAR #369",5.8,0,2000,6,"raw"
2000-06-12,"WWF RAW is WAR #368",6.8,0,2000,6,"raw"
2000-06-05,"WWF RAW is WAR #367",5.9,0,2000,6,"raw"
2000-05-29,"WWF RAW is WAR #366",6.4,0,2000,5,"raw"
2000-05-22,"WWF RAW is WAR #365",7.1,0,2000,5,"raw"
2000-05-15,"WWF RAW is WAR #364",6.1,0,2000,5,"raw"
2000-05-08,"WWF RAW is WAR #363",6.2,0,2000,5,"raw"
2000-05-01,"WWF RAW is WAR #362",7.4,0,2000,5,"raw"
2000-04-24,"WWF RAW is WAR #361",7.1,0,2000,4,"raw"
2000-04-17,"WWF RAW is WAR #360",6.7,0,2000,4,"raw"
2000-04-10,"WWF RAW is WAR #359",6.2,0,2000,4,"raw"
2000-04-03,"WWF RAW is WAR #358",6.4,0,2000,4,"raw"
2000-03-27,"WWF RAW is WAR #357",6.6,0,2000,3,"raw"
2000-03-20,"WWF RAW is WAR #356",6.2,0,2000,3,"raw"
2000-03-13,"WWF RAW is WAR #355",6.3,0,2000,3,"raw"
2000-03-06,"WWF RAW is WAR #354",6.4,0,2000,3,"raw"
2000-02-21,"WWF RAW is WAR #352",5.9,0,2000,2,"raw"
2000-02-14,"WWF RAW is WAR #351",4.4,0,2000,2,"raw"
2000-02-07,"WWF RAW is WAR #350",6.5,0,2000,2,"raw"
2000-01-31,"WWF RAW is WAR #349",6.6,0,2000,1,"raw"
2000-01-24,"WWF RAW is WAR #348",6.9,0,2000,1,"raw"
2000-01-17,"WWF RAW is WAR #347",6,0,2000,1,"raw"
2000-01-10,"WWF RAW is WAR #346",6.6,0,2000,1,"raw"
2000-01-03,"WWF RAW is WAR #345",6.5,0,2000,1,"raw"
1999-12-27,"WWF RAW is WAR #344",5.8,0,1999,12,"raw"
1999-12-20,"WWF RAW is WAR #343",5.8,0,1999,12,"raw"
1999-12-13,"WWF RAW is WAR #342",6.1,0,1999,12,"raw"
1999-12-06,"WWF RAW is WAR #341",6,0,1999,12,"raw"
1999-11-29,"WWF RAW is WAR #340",6.5,0,1999,11,"raw"
1999-11-22,"WWF RAW is WAR #339",5.5,0,1999,11,"raw"
1999-11-15,"WWF RAW is WAR #338",6.3,0,1999,11,"raw"
1999-11-08,"WWF RAW is WAR #337",5.4,0,1999,11,"raw"
1999-11-01,"WWF RAW is WAR #336",5.9,0,1999,11,"raw"
1999-10-25,"WWF RAW is WAR #335",5.6,0,1999,10,"raw"
1999-10-18,"WWF RAW is WAR #334",5.4,0,1999,10,"raw"
1999-10-11,"WWF RAW is WAR #333",6.1,0,1999,10,"raw"
1999-10-04,"WWF RAW is WAR #332",5.9,0,1999,10,"raw"
1999-09-27,"WWF RAW is WAR #331",6.8,0,1999,9,"raw"
1999-09-20,"WWF RAW is WAR #330",6.1,0,1999,9,"raw"
1999-09-13,"WWF RAW is WAR #329",5.95,0,1999,9,"raw"
1999-09-06,"WWF RAW is WAR #328",4.4,0,1999,9,"raw"
1999-08-30,"WWF RAW is WAR #327",4.2,0,1999,8,"raw"
1999-08-23,"WWF RAW is WAR #326",5.65,0,1999,8,"raw"
1999-08-16,"WWF RAW is WAR #325",6.6,0,1999,8,"raw"
1999-08-09,"WWF RAW is WAR #324",6.4,0,1999,8,"raw"
1999-08-02,"WWF RAW is WAR #323",5.9,0,1999,8,"raw"
1999-07-26,"WWF RAW is WAR #322",7.1,0,1999,7,"raw"
1999-07-19,"WWF RAW is WAR #321",6.3,0,1999,7,"raw"
1999-07-12,"WWF RAW is WAR #320",5.99,0,1999,7,"raw"
1999-07-05,"WWF RAW is WAR #319",6,0,1999,7,"raw"
1999-06-28,"WWF RAW is WAR #318",6.8,0,1999,6,"raw"
1999-06-21,"WWF RAW is WAR #317",6,0,1999,6,"raw"
1999-06-14,"WWF RAW is WAR #316",6.65,0,1999,6,"raw"
1999-06-07,"WWF RAW is WAR #315",6.65,0,1999,6,"raw"
1999-05-31,"WWF RAW is WAR #314",6.25,0,1999,5,"raw"
1999-05-24,"WWF RAW is WAR #313 - Owen Hart Tribute",7.15,0,1999,5,"raw"
1999-05-17,"WWF RAW is WAR #312",6.4,0,1999,5,"raw"
1999-05-10,"WWF RAW is WAR #311",8.1,0,1999,5,"raw"
1999-05-03,"WWF RAW is WAR #310",6.4,0,1999,5,"raw"
1999-04-26,"WWF RAW is WAR #309",5.99,0,1999,4,"raw"
1999-04-19,"WWF RAW is WAR #308",6.09,0,1999,4,"raw"
1999-04-12,"WWF RAW is WAR #307",6.25,0,1999,4,"raw"
1999-04-05,"WWF RAW is WAR #306",5.8,0,1999,4,"raw"
1999-03-29,"WWF RAW is WAR #305",6.51,0,1999,3,"raw"
1999-03-22,"WWF RAW is WAR #304",6.44,0,1999,3,"raw"
1999-03-15,"WWF RAW is WAR #303",5.81,0,1999,3,"raw"
1999-03-08,"WWF RAW is WAR #302",6.46,0,1999,3,"raw"
1999-03-01,"WWF RAW is WAR #301",6.32,0,1999,3,"raw"
1999-02-22,"WWF RAW is WAR #300",5.55,0,1999,2,"raw"
1999-02-15,"WWF RAW is WAR #299",5.9,0,1999,2,"raw"
1999-02-01,"WWF RAW is WAR #297",5.72,0,1999,2,"raw"
1999-01-25,"WWF RAW is WAR #296",5.46,0,1999,1,"raw"
1999-01-18,"WWF RAW is WAR #295",5.59,0,1999,1,"raw"
1999-01-11,"WWF RAW is WAR #294",5.53,0,1999,1,"raw"
1999-01-04,"WWF RAW is WAR #293",5.74,0,1999,1,"raw"
1998-12-28,"WWF RAW is WAR #292",4.92,0,1998,12,"raw"
1998-12-21,"WWF RAW is WAR #291",4.73,0,1998,12,"raw"
1998-12-14,"WWF RAW is WAR #290",5.23,0,1998,12,"raw"
1998-12-07,"WWF RAW is WAR #289",4.12,0,1998,12,"raw"
1998-11-30,"WWF RAW is WAR #288",5.03,0,1998,11,"raw"
1998-11-23,"WWF RAW is WAR #287",4.9,0,1998,11,"raw"
1998-11-16,"WWF RAW is WAR #286",5.54,0,1998,11,"raw"
1998-11-09,"WWF RAW is WAR #285",5.03,0,1998,11,"raw"
1998-11-02,"WWF RAW is WAR #284",4.86,0,1998,11,"raw"
1998-10-26,"WWF RAW is WAR #283",4.53,0,1998,10,"raw"
1998-10-19,"WWF RAW is WAR #282",5.04,0,1998,10,"raw"
1998-10-12,"WWF RAW is WAR #281",4.84,0,1998,10,"raw"
1998-10-05,"WWF RAW is WAR #280",4.55,0,1998,10,"raw"
1998-09-28,"WWF RAW is WAR #279",4.65,0,1998,9,"raw"
1998-09-21,"WWF RAW is WAR #278",4.03,0,1998,9,"raw"
1998-09-14,"WWF RAW is WAR #277",4.03,0,1998,9,"raw"
1998-08-24,"WWF RAW is WAR #274",4.72,0,1998,8,"raw"
1998-08-17,"WWF RAW is WAR #273",4.23,0,1998,8,"raw"
1998-08-10,"WWF RAW is WAR #272",4.55,0,1998,8,"raw"
1998-08-03,"WWF RAW is WAR #271",4.93,0,1998,8,"raw"
1998-07-27,"WWF RAW is WAR #270",4.92,0,1998,7,"raw"
1998-07-20,"WWF RAW is WAR #269",5.02,0,1998,7,"raw"
1998-07-13,"WWF RAW is WAR #268",4.65,0,1998,7,"raw"
1998-07-06,"WWF RAW is WAR #267",4.03,0,1998,7,"raw"
1998-06-29,"WWF RAW is WAR #266",5.44,0,1998,6,"raw"
1998-06-22,"WWF RAW is WAR #265",4.34,0,1998,6,"raw"
1998-06-15,"WWF RAW is WAR #264",4.33,0,1998,6,"raw"
1998-06-08,"WWF RAW is WAR #263",4.33,0,1998,6,"raw"
1998-06-01,"WWF RAW is WAR #262",4.39,0,1998,6,"raw"
1998-05-25,"WWF RAW is WAR #261",4.22,0,1998,5,"raw"
1998-05-18,"WWF RAW is WAR #260",5.41,0,1998,5,"raw"
1998-05-11,"WWF RAW is WAR #259",4.81,0,1998,5,"raw"
1998-05-04,"WWF RAW is WAR #258",5.53,0,1998,5,"raw"
1998-04-27,"WWF RAW is WAR #257",5.71,0,1998,4,"raw"
1998-04-20,"WWF RAW is WAR #256",4.12,0,1998,4,"raw"
1998-04-13,"WWF RAW is WAR #255",4.63,0,1998,4,"raw"
